Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Ukraine,UKR,"International tourism, expenditures (current US$)",210000000.00,405000000.00,462000000.00,487000000.00,460000000.00,561000000.00,676000000.00,794000000.00,953000000.00,2660000000.00,3078000000.00,3202000000.00,4022000000.00,4585000000.00,3751000000.00,4134000000.00,4829000000.00,5536000000.00,6300000000.00
Upper middle income,UMC,"International tourism, expenditures (current US$)",31937918303.16,34739419765.11,42620978784.82,40991928449.83,41966921860.67,48270545402.36,50309959303.99,56372227880.39,59484215030.23,72022623650.18,81979723602.35,93179831818.55,111771116116.51,129457430517.34,131434125062.32,160891160063.69,191782497777.69,224126836889.75,262348689144.36
Uruguay,URY,"International tourism, expenditures (current US$)",332000000.00,339000000.00,391000000.00,265000000.00,280000000.00,381000000.00,338000000.00,243000000.00,236000000.00,267000000.00,331000000.00,305000000.00,354000000.00,466000000.00,442000000.00,549000000.00,797000000.00,1043000000.00,1466000000.00
United States,USA,"International tourism, expenditures (current US$)",61042000000.00,65477000000.00,71948000000.00,78423000000.00,82513000000.00,91473000000.00,85610000000.00,81860000000.00,82091000000.00,94764000000.00,101421000000.00,106848000000.00,112788000000.00,119838000000.00,102953000000.00,110049000000.00,116448000000.00,129881000000.00,136707000000.00
St. Vincent and the Grenadines,VCT,"International tourism, expenditures (current US$)",7000000.00,8000000.00,7000000.00,8000000.00,9000000.00,10000000.00,12000000.00,10000000.00,13000000.00,14000000.00,15000000.00,16000000.00,20000000.00,18000000.00,14000000.00,15000000.00,13000000.00,14000000.00,14000000.00
"Venezuela, RB",VEN,"International tourism, expenditures (current US$)",1852000000.00,2336000000.00,1168000000.00,1319000000.00,1483000000.00,1647000000.00,1718000000.00,1546000000.00,1311000000.00,1604000000.00,1843000000.00,1807000000.00,2249000000.00,2594000000.00,2275000000.00,2238000000.00,2922000000.00,3202000000.00,
Vanuatu,VUT,"International tourism, expenditures (current US$)",10000000.00,10000000.00,10000000.00,8000000.00,9000000.00,9000000.00,8000000.00,11000000.00,14000000.00,15000000.00,13000000.00,11000000.00,13000000.00,32000000.00,28000000.00,33000000.00,39000000.00,43000000.00,43000000.00
West Bank and Gaza,PSE,"International tourism, expenditures (current US$)",162000000.00,191000000.00,218000000.00,287000000.00,294000000.00,316000000.00,397000000.00,395000000.00,387000000.00,409000000.00,263000000.00,306000000.00,447000000.00,545000000.00,564000000.00,583000000.00,666000000.00,704000000.00,617000000.00
World,WLD,"International tourism, expenditures (current US$)",464466255143.27,487040234487.13,486260632037.00,491928660974.12,513060703121.51,538489678406.78,528800989146.98,554190530254.32,610196264775.65,713191771103.31,782674238212.32,836479200019.43,963605963295.24,1052863928108.66,933557243879.28,1018425572670.08,1129279766867.77,1188550091669.61,1274939667846.95
Samoa,WSM,"International tourism, expenditures (current US$)",7000000.00,9000000.00,12000000.00,12000000.00,4400000.00,,,,,12000000.00,20300000.00,21200000.00,19800000.00,21600000.00,20000000.00,25200000.00,22200000.00,22300000.00,13900000.00
"Yemen, Rep.",YEM,"International tourism, expenditures (current US$)",76000000.00,78000000.00,124000000.00,160000000.00,164000000.00,127000000.00,136000000.00,135000000.00,134000000.00,183000000.00,224000000.00,225000000.00,247000000.00,246000000.00,277000000.00,252000000.00,258000000.00,148000000.00,161000000.00
South Africa,ZAF,"International tourism, expenditures (current US$)",2414000000.00,2322000000.00,2558000000.00,2500000000.00,2717000000.00,2684000000.00,2366000000.00,2251000000.00,3655000000.00,4237000000.00,4812000000.00,5230000000.00,6103000000.00,6905000000.00,6420000000.00,8139000000.00,8397000000.00,7144000000.00,6490000000.00
Zambia,ZMB,"International tourism, expenditures (current US$)",,,83000000.00,81000000.00,100000000.00,102000000.00,102000000.00,109000000.00,115000000.00,86000000.00,88000000.00,97000000.00,114000000.00,98000000.00,86000000.00,130000000.00,142000000.00,157000000.00,172000000.00
